Composition,Target_Job_Length,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups,Total_Logical_Jobs,Total_Failed_Jobs,Failure_Rate_Actual_%,Total_Wasted_CPU_Time_s,Total_Wasted_Wall_Time_s,Total_Wasted_Network_MB,Avg_CPU_Per_Failure_s,Avg_Wall_Per_Failure_s,Avg_Network_Per_Failure_MB,Max_CPU_Per_Failure_s,Max_Wall_Per_Failure_s,Max_Network_Per_Failure_MB
8,4h,0.019699,9.382746,50.763368,2.194909,0.980874,0.965847,3,27,10,37.037037,408316.252173,135815.804346,17635.783691,40831.625217,13581.580435,1763.578369,57637.600781,14670.937500,9140.625000
8,8h,0.019474,9.563273,51.351234,2.214297,0.980874,0.965847,3,25,9,36.000000,747154.658105,235750.216211,13462.226562,83017.184234,26194.468468,1495.802951,115245.201562,29093.358789,3688.281250
8,12h,0.019635,9.512423,50.929661,2.225734,0.980874,0.965847,3,24,8,33.333333,1024477.720630,300067.541260,30344.680176,128059.715079,37508.442657,3793.085022,172868.006250,43550.038184,14473.544922
8,24h,0.019171,9.624457,52.163342,2.175504,0.980874,0.965847,3,25,7,28.000000,2054816.351074,607018.402148,22130.468750,293545.193011,86716.914593,3161.495536,345706.012500,86923.138574,11065.234375
9,15m,0.016146,10.298401,61.933880,5.407462,0.816752,0.852284,3,30,10,33.333333,23891.655322,10082.010645,2607.685547,2389.165532,1008.201064,260.768555,3246.112207,1030.107422,587.246094
9,30m,0.017153,9.701035,58.298067,5.399947,0.816752,0.852284,3,30,11,36.666667,47916.344482,21166.188965,5734.863281,4356.031317,1924.198997,521.351207,6449.634863,1940.214844,1175.537109
9,1h,0.017698,9.357598,56.503247,5.350501,0.816752,0.852284,3,30,10,33.333333,94229.999756,37326.999512,10437.011719,9422.999976,3732.699951,1043.701172,12839.269727,3760.429687,2351.074219
9,2h,0.017919,9.295241,55.806278,5.353996,0.816752,0.852284,3,30,10,33.333333,181752.000488,73688.500977,19555.664062,18175.200049,7368.850098,1955.566406,25635.949902,7400.859375,4702.148438
9,4h,0.017805,9.436707,56.163370,5.370923,0.816752,0.852284,3,30,10,33.333333,362964.000977,146297.001953,39111.328125,36296.400098,14629.700195,3911.132812,51211.899805,14681.923828,9404.296875
9,8h,0.017640,9.627422,56.689471,5.478375,0.816752,0.852284,3,27,12,44.444444,841178.901855,350146.303711,115839.843750,70098.241821,29178.858643,9653.320312,102381.210059,29303.847656,18808.593750
9,12h,0.017742,9.605032,56.363007,5.495378,0.816752,0.852284,3,29,9,31.034483,1076943.836914,393095.673828,104941.406250,119660.426324,43677.297092,11660.156250,153550.520312,43925.771484,28212.890625
9,24h,0.017713,9.502881,56.457286,5.257741,0.816752,0.852284,3,27,8,29.629630,1914362.600781,638845.201562,126197.226562,239295.325098,79855.650195,15774.653320,307041.040625,87791.542969,56425.781250
10,15m,0.018479,10.074800,54.114089,2.575058,0.854167,0.983025,3,30,10,33.333333,25043.524072,9929.448145,1529.077148,2504.352407,992.944814,152.907715,3618.121875,1030.107422,422.973633
10,30m,0.019292,9.595369,51.834572,2.577477,0.854167,0.983025,3,30,12,40.000000,53903.282520,22858.365039,4750.048828,4491.940210,1904.863753,395.837402,7221.447656,1940.214844,845.947266
10,1h,0.019723,9.286169,50.702515,2.560155,0.854167,0.983025,3,30,11,36.666667,106328.879370,40814.858740,6637.792969,9666.261761,3710.441704,603.435724,14428.099219,3760.429687,1691.894531
10,2h,0.019810,9.258322,50.478565,2.539871,0.854167,0.983025,3,30,7,23.333333,166803.247705,51109.895410,4425.195312,23829.035386,7301.413630,632.170759,28826.198437,7400.859375,3383.789062
10,4h,0.019751,9.382891,50.629273,2.552135,0.854167,0.983025,3,30,9,30.000000,391196.035620,130863.171240,13017.187500,43466.226180,14540.352360,1446.354167,57637.600781,14681.718750,6767.578125
10,8h,0.019537,9.541246,51.185287,2.577112,0.854167,0.983025,3,28,11,39.285714,828795.677100,302931.554199,45435.517578,75345.061555,27539.232200,4130.501598,115245.201562,29243.437500,13535.156250
10,12h,0.019611,9.544768,50.992682,2.570037,0.854167,0.983025,3,29,8,27.586207,1043250.482593,342981.565186,44593.015137,130406.310324,42872.695648,5574.126892,172868.006250,43805.156250,20302.734375
10,24h,0.019544,9.472222,51.167248,2.486225,0.854167,0.983025,3,26,7,26.923077,2074609.563428,606947.326855,24999.218750,296372.794775,86706.760979,3571.316964,345706.012500,86887.600928,12499.609375
11,15m,0.018337,10.202738,54.534033,6.656897,0.970833,0.966667,3,30,8,26.666667,23511.507812,7851.215625,1109.277344,2938.938477,981.401953,138.659668,3618.121875,1091.425781,470.214844
11,30m,0.019224,9.655448,52.018402,6.631805,0.970833,0.966667,3,30,11,36.666667,56958.312500,21130.025000,5039.843750,5178.028409,1920.911364,458.167614,7221.447656,2002.851562,940.429688
11,1h,0.019650,9.349391,50.891459,6.614602,0.970833,0.966667,3,30,9,30.000000,100649.460938,33415.121875,5715.234375,11183.273438,3712.791319,635.026042,14428.099219,3825.703125,1880.859375
11,2h,0.019768,9.303177,50.586145,6.613472,0.970833,0.966667,3,30,10,33.333333,211756.761230,73693.022461,17603.515625,21175.676123,7369.302246,1760.351562,28826.198437,7471.406250,3761.718750
11,4h,0.019638,9.443974,50.921679,6.619047,0.970833,0.966667,3,30,13,43.333333,507542.774414,190757.548828,52957.031250,39041.751878,14673.657602,4073.617788,57637.600781,14834.826172,7523.437500
11,8h,0.019382,9.647561,51.593134,6.711294,0.970833,0.966667,3,30,9,30.000000,803070.941895,262755.983789,45727.734375,89230.104655,29195.109310,5080.859375,115245.201562,29610.781055,15046.875000
11,12h,0.019537,9.602199,51.185777,6.698516,0.970833,0.966667,3,30,8,26.666667,1109740.636719,348979.673438,60481.250000,138717.579590,43622.459180,7560.156250,172868.006250,44386.735938,22570.312500
11,24h,0.019338,9.532861,51.712578,6.537814,0.970833,0.966667,3,29,8,27.586207,2178939.913574,669824.527148,96656.640625,272367.489197,83728.065894,12082.080078,345706.012500,88714.600586,45140.625000
12,15m,0.016405,10.265040,60.955483,5.481728,0.971939,0.889213,4,40,14,35.000000,30953.913428,13856.826855,5013.530273,2210.993816,989.773347,358.109305,3246.112207,1020.524414,587.246094
12,30m,0.017422,9.700247,57.399062,5.494086,0.971939,0.889213,4,40,13,32.500000,57790.645850,24715.391699,8854.658203,4445.434296,1901.183977,681.127554,6449.634863,1925.969727,1175.537109
12,1h,0.017990,9.336545,55.585913,5.416465,0.971939,0.889213,4,37,15,40.540541,125952.085449,55771.920898,21994.226074,8396.805697,3718.128060,1466.281738,12839.269727,3731.939453,2351.074219
12,2h,0.018175,9.306955,55.020808,5.442232,0.971939,0.889213,4,40,12,30.000000,199783.162939,84143.875879,27566.428223,16648.596912,7011.989657,2297.202352,25635.949902,7370.961914,4702.148438
12,4h,0.018068,9.445021,55.345496,5.446799,0.971939,0.889213,4,37,12,32.432432,398854.991260,167165.982520,55069.189453,33237.915938,13930.498543,4589.099121,51211.899805,14681.923828,9404.296875
12,8h,0.017946,9.620428,55.722195,5.545360,0.971939,0.889213,4,32,15,46.875000,891503.332349,395640.714697,147255.661621,59433.555490,26376.047646,9817.044108,102381.210059,29303.847656,18808.593750
12,12h,0.017980,9.608448,55.616358,5.567305,0.971939,0.889213,4,33,11,33.333333,1117605.717871,416466.235742,122389.121094,101600.519806,37860.566886,11126.283736,153550.520312,43925.771484,28212.890625
12,24h,0.017782,9.593152,56.235088,5.416271,0.971939,0.889213,4,30,9,30.000000,1923561.737012,651692.174023,134898.452148,213729.081890,72410.241558,14988.716905,307041.040625,87791.542969,56425.781250
13,15m,0.018829,10.036686,53.110414,2.645183,1.000000,0.987269,4,40,7,17.500000,21810.862939,6839.125879,260.156250,3115.837563,977.017983,37.165179,3618.121875,1022.953564,130.078125
13,30m,0.019662,9.565701,50.858653,2.651246,1.000000,0.987269,4,40,12,30.000000,58039.292871,22580.985742,5881.318359,4836.607739,1881.748812,490.109863,7221.447656,1925.907129,1142.578125
13,1h,0.020073,9.269450,49.817871,2.621046,1.000000,0.987269,4,39,10,25.641026,104846.950903,36951.251807,5780.725098,10484.695090,3695.125181,578.072510,14428.099219,3734.525830,2285.156250
13,2h,0.020176,9.228601,49.564436,2.604315,1.000000,0.987269,4,39,9,23.076923,183285.866431,59948.232861,10394.379883,20365.096270,6660.914762,1154.931098,28826.198437,7365.468750,4570.312500
13,4h,0.020040,9.389857,49.898955,2.611584,1.000000,0.987269,4,37,11,29.729730,419861.895190,146321.790381,23605.473633,38169.263199,13301.980944,2145.952148,57637.600781,14670.937500,9140.625000
13,8h,0.019874,9.542463,50.316570,2.629320,1.000000,0.987269,4,34,11,32.352941,822045.529834,304910.859668,51236.835938,74731.411803,27719.169061,4657.894176,115245.201562,29221.354004,15468.615723
13,12h,0.019916,9.518169,50.209685,2.638769,1.000000,0.987269,4,33,9,27.272727,1027426.903052,337345.156104,47055.285645,114158.544784,37482.795123,5228.365072,172868.006250,43802.208203,23203.017578
13,24h,0.019558,9.634614,51.130209,2.591505,1.000000,0.987269,4,32,8,25.000000,2077851.181812,608630.713623,26014.812012,259731.397726,76078.839203,3251.851501,345706.012500,86887.600928,12499.609375
14,15m,0.018558,10.017461,53.885990,6.726434,0.977564,0.977564,4,40,10,25.000000,27148.858545,9736.767090,2263.349609,2714.885854,973.676709,226.334961,3618.121875,1030.610059,571.289062
14,30m,0.019327,9.572600,51.740281,6.702218,0.977564,0.977564,4,40,15,37.500000,71378.634570,28436.869141,9706.289062,4758.575638,1895.791276,647.085938,7221.447656,1943.195410,1142.578125
14,1h,0.019716,9.300868,50.720255,6.677362,0.977564,0.977564,4,40,9,22.500000,100603.254785,33355.809570,5763.300781,11178.139421,3706.201063,640.366753,14428.099219,3766.390820,1928.925781
14,2h,0.019776,9.301828,50.565819,6.682251,0.977564,0.977564,4,37,10,27.027027,205963.419507,68589.389014,17168.088379,20596.341951,6858.938901,1716.808838,28826.198437,7447.413086,4570.312500
14,4h,0.019591,9.483960,51.043686,6.769931,0.977564,0.977564,4,37,15,40.540541,530334.222632,202321.095264,61256.535645,35355.614842,13488.073018,4083.769043,57637.600781,14834.826172,7715.703125
14,8h,0.019398,9.630770,51.552781,6.774568,0.977564,0.977564,4,37,12,32.432432,910540.425439,317239.800879,80118.720703,75878.368787,26436.650073,6676.560059,115245.201562,29610.781055,18281.250000
14,12h,0.019527,9.616204,51.210017,6.773999,0.977564,0.977564,4,36,9,25.000000,1110009.598364,349284.246729,61852.214355,123334.399818,38809.360748,6872.468262,172868.006250,44386.735938,23148.154297
14,24h,0.019285,9.603990,51.853704,6.653289,0.977564,0.977564,4,34,9,26.470588,2224850.650708,693244.801416,112451.096191,247205.627856,77027.200157,12494.566243,345706.012500,88714.600586,46297.353516
15,15m,0.018707,9.893577,53.456666,7.091597,0.890625,1.000000,4,40,13,32.500000,31269.718164,12712.236328,3833.994141,2405.362936,977.864333,294.922626,3618.121875,1030.107422,587.246094
15,30m,0.019434,9.496923,51.455400,7.065628,0.890625,1.000000,4,40,12,30.000000,55436.909302,22767.218604,5837.451172,4619.742442,1897.268217,486.454264,7221.447656,1940.214844,1175.537109
15,1h,0.019752,9.273876,50.627975,7.021992,0.890625,1.000000,4,40,11,27.500000,106357.253906,40870.707812,8910.058594,9668.841264,3715.518892,810.005327,14428.099219,3760.429687,1691.894531
15,2h,0.019804,9.284082,50.495186,7.023650,0.890625,1.000000,4,40,11,27.500000,205941.148438,80781.796875,20793.945312,18721.922585,7343.799716,1890.358665,28826.198437,7447.413086,4702.148438
15,4h,0.019661,9.439411,50.861192,7.115207,0.890625,1.000000,4,40,15,37.500000,552622.271484,219716.542969,75896.484375,36841.484766,14647.769531,5059.765625,57637.600781,14834.826172,9404.296875
15,8h,0.019398,9.630703,51.552058,7.150417,0.890625,1.000000,4,39,12,30.769231,891449.416016,337470.432031,84065.197754,74287.451335,28122.536003,7005.433146,115245.201562,29610.781055,18808.593750
15,12h,0.019486,9.627145,51.319126,7.110683,0.890625,1.000000,4,38,11,28.947368,1251580.045703,462514.491406,124367.031250,113780.004155,42046.771946,11306.093750,172868.006250,44386.735938,28212.890625
15,24h,0.019348,9.517653,51.684881,6.985317,0.890625,1.000000,4,36,9,25.000000,2218598.536621,691901.773242,118093.164062,246510.948513,76877.974805,13121.462674,345706.012500,88714.600586,56425.781250
16,15m,0.019057,9.861451,52.473879,7.176861,1.000000,1.000000,5,50,15,30.000000,35559.885303,14542.720605,5185.231934,2370.659020,969.514707,345.682129,3618.121875,983.285547,587.246094
16,30m,0.019764,9.488916,50.596415,7.157921,1.000000,1.000000,5,49,14,28.571429,64273.624780,25791.949561,8629.135742,4590.973199,1842.282111,616.366839,7221.447656,1906.571094,1175.537109
16,1h,0.020115,9.248402,49.714997,7.067478,1.000000,1.000000,5,50,11,22.000000,108527.674316,40712.048633,9986.450195,9866.152211,3701.095330,907.859109,14428.099219,3753.142188,2285.156250
16,2h,0.020146,9.279299,49.637549,7.112903,1.000000,1.000000,5,49,13,26.530612,215084.664258,83533.778516,25194.118652,16544.974174,6425.675270,1938.009127,28826.198437,7447.413086,4702.148438
16,4h,0.019987,9.466168,50.032007,7.199261,1.000000,1.000000,5,49,17,34.693878,584910.431934,237885.263867,89172.636719,34406.495996,13993.250816,5245.449219,57637.600781,14834.826172,9404.296875
16,8h,0.019771,9.604788,50.578878,7.126931,1.000000,1.000000,5,44,12,27.272727,891071.440674,346302.731348,93733.435059,74255.953389,28858.560946,7811.119588,115245.201562,29610.781055,18808.593750
16,12h,0.019862,9.549903,50.347332,7.151897,1.000000,1.000000,5,42,13,30.952381,1254188.097559,467776.795117,135728.896484,96476.007505,35982.830394,10440.684345,172868.006250,44386.735938,28212.890625
16,24h,0.019720,9.427390,50.710465,7.010954,1.000000,1.000000,5,39,11,28.205128,2324171.848633,777990.047266,167361.711426,211288.349876,70726.367933,15214.701039,345706.012500,88714.600586,56425.781250
