Composition,Failure_Rate_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
7,1.000000,0.004985,6.986396,200.603908,2.080728,0.858948,0.877561,3
7,5.000000,0.004881,7.331979,204.858830,2.097325,0.858948,0.877561,3
7,10.000000,0.004671,7.834191,214.066335,2.134988,0.858948,0.877561,3
7,25.000000,0.004269,9.551214,234.244583,2.229208,0.858948,0.877561,3
8,0.000000,0.006090,6.900000,164.200000,4.692383,0.717720,0.723329,3
8,1.000000,0.006033,6.986397,165.755141,4.715531,0.717720,0.723329,3
8,5.000000,0.005940,7.331984,168.347043,4.738679,0.717720,0.723329,3
8,10.000000,0.005661,7.893563,176.641128,4.854420,0.717720,0.723329,3
8,25.000000,0.005250,9.578300,190.464606,4.974885,0.717720,0.723329,3
9,0.000000,0.005612,6.900000,178.200000,2.387695,0.881173,0.889815,3
9,1.000000,0.005568,6.986396,179.603913,2.393945,0.881173,0.889815,3
9,5.000000,0.005439,7.331980,183.858850,2.412694,0.881173,0.889815,3
9,10.000000,0.005184,7.837169,192.901926,2.479000,0.881173,0.889815,3
9,25.000000,0.004673,9.548343,213.977151,2.566674,0.881173,0.889815,3
10,0.000000,0.006983,6.900000,143.200000,5.004883,0.773810,0.765476,3
10,1.000000,0.006908,6.986398,144.755194,5.033096,0.773810,0.765476,3
10,5.000000,0.006787,7.331987,147.347149,5.061309,0.773810,0.765476,3
10,10.000000,0.006479,7.893574,154.345498,5.194463,0.773810,0.765476,3
10,25.000000,0.005752,9.511766,173.858413,5.495378,0.773810,0.765476,3
11,0.000000,0.007112,6.900000,140.600000,6.191406,0.937500,0.943490,3
11,1.000000,0.007042,6.986398,142.003999,6.213977,0.937500,0.943490,3
11,5.000000,0.006959,7.331988,143.688791,6.251887,0.937500,0.943490,3
11,10.000000,0.006622,7.874947,151.001462,6.388805,0.937500,0.943490,3
11,25.000000,0.006028,9.480336,165.882399,6.697536,0.937500,0.943490,3
12,0.000000,0.005612,6.900000,178.200000,2.451172,0.910880,0.923611,4
12,1.000000,0.005568,6.986396,179.603913,2.457421,0.910880,0.923611,4
12,5.000000,0.005439,7.331980,183.858850,2.476170,0.910880,0.923611,4
12,10.000000,0.005184,7.835569,192.898726,2.545376,0.910880,0.923611,4
12,25.000000,0.004702,9.549883,212.684313,2.650937,0.910880,0.923611,4
13,0.000000,0.006983,6.900000,143.200000,5.068359,0.830357,0.830357,4
13,1.000000,0.006908,6.986398,144.755194,5.096572,0.830357,0.830357,4
13,5.000000,0.006787,7.331987,147.347149,5.124785,0.830357,0.830357,4
13,10.000000,0.006479,7.893574,154.345497,5.260840,0.830357,0.830357,4
13,25.000000,0.005750,9.514850,173.917573,5.567305,0.830357,0.830357,4
14,0.000000,0.007267,6.900000,137.600000,6.254883,0.957933,0.962139,4
14,1.000000,0.007194,6.986397,139.003946,6.278031,0.957933,0.962139,4
14,5.000000,0.007108,7.331985,140.688686,6.316520,0.957933,0.962139,4
14,10.000000,0.006826,7.802151,146.498183,6.422981,0.957933,0.962139,4
14,25.000000,0.006104,9.639714,163.817183,6.825332,0.957933,0.962139,4
15,0.000000,0.008576,6.900000,116.600000,6.567383,1.000000,0.993750,4
15,1.000000,0.008474,6.986398,118.003999,6.595596,1.000000,0.993750,4
15,5.000000,0.008355,7.331988,119.688791,6.639149,1.000000,0.993750,4
15,10.000000,0.008215,7.808642,121.734870,6.738604,1.000000,0.993750,4
15,25.000000,0.006938,9.555237,144.141650,7.223488,1.000000,0.993750,4
16,0.000000,0.008576,6.900000,116.600000,6.630859,1.000000,1.000000,5
16,1.000000,0.008474,6.986398,118.003999,6.659072,1.000000,1.000000,5
16,5.000000,0.008355,7.331988,119.688791,6.702626,1.000000,1.000000,5
16,10.000000,0.008180,7.786937,122.255507,6.800447,1.000000,1.000000,5
16,25.000000,0.007134,9.574134,140.173556,7.282013,1.000000,1.000000,5
