Composition,Target_Job_Length,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Total_Failed_Jobs,Failure_Rate_Actual_%,Total_Wasted_CPU_Time_s,Total_Wasted_Wall_Time_s,Total_Wasted_Network_MB,Avg_CPU_Per_Failure_s,Avg_Wall_Per_Failure_s,Avg_Network_Per_Failure_MB,Max_CPU_Per_Failure_s,Max_Wall_Per_Failure_s,Max_Network_Per_Failure_MB
7,24h,0.004413,9.624457,226.595761,2.175504,0.858948,0.877561,3,118,31,87,31,35.632184,3406732.051074,607018.402148,22130.468750,486676.007296,86716.914593,3161.495536,1595072.994287,86923.138574,11065.234375
8,15m,0.004582,10.427191,218.258671,5.029699,0.717720,0.723329,3,10200,2503,7697,2503,32.519163,79885.842920,9167.635840,2016.416016,8876.204769,1018.626204,224.046224,23991.730029,1030.610059,571.289062
8,30m,0.004853,9.781451,206.038388,5.045462,0.717720,0.723329,3,5073,1230,3843,1230,32.006245,70784.597803,17232.145605,4392.197266,7864.955311,1914.682845,488.021918,47975.372705,1943.195410,1142.578125
8,1h,0.005061,9.386015,197.595942,5.007153,0.717720,0.723329,3,2514,589,1925,589,30.597403,325644.319238,37384.338477,10357.089844,32564.431924,3738.433848,1035.708984,95890.745410,3766.390820,2285.156250
8,2h,0.005081,9.358794,196.819956,5.053995,0.717720,0.723329,3,1276,310,966,310,32.091097,473541.434277,73665.968555,21426.640625,47354.143428,7366.596855,2142.664062,191721.490820,7412.781641,4570.312500
8,4h,0.005109,9.470835,195.721542,5.043217,0.717720,0.723329,3,653,167,486,167,34.362140,879147.560107,112185.420215,21541.215820,97683.062234,12465.046691,2393.468424,383382.981641,14705.563281,7715.703125
8,8h,0.005084,9.609899,196.688255,5.072245,0.717720,0.723329,3,335,90,245,90,36.734694,3293282.677295,282943.754590,74523.823242,299389.334300,25722.159508,6774.893022,766757.875928,29293.101855,15432.451172
8,12h,0.004950,9.715915,202.027635,5.156049,0.717720,0.723329,3,230,64,166,64,38.554217,3730960.586938,350333.073877,70147.561035,414551.176326,38925.897097,7794.173448,1150080.857568,43878.665137,23148.154297
8,24h,0.005076,9.743365,197.013196,5.062762,0.717720,0.723329,3,118,32,86,32,37.209302,5156936.458691,609705.017383,92594.707031,736705.208384,87100.716769,13227.815290,2300153.627783,87639.305566,46297.353516
9,15m,0.004234,10.074800,236.171251,2.575058,0.881173,0.889815,3,10202,2510,7692,2510,32.631305,45145.224072,9929.448145,1529.077148,4514.522407,992.944814,152.907715,18576.726782,1030.107422,422.973633
9,30m,0.004493,9.595369,222.571176,2.577477,0.881173,0.889815,3,5078,1235,3843,1235,32.136352,97190.182520,22858.365039,4750.048828,8099.181877,1904.863753,395.837402,37093.453564,1940.214844,845.947266
9,1h,0.004730,9.286169,211.420806,2.560155,0.881173,0.889815,3,2515,594,1921,594,30.921395,253553.179370,40814.858740,6637.792969,23050.289034,3710.441704,603.435724,74182.512915,3760.429687,1691.894531
9,2h,0.004798,9.258322,208.425467,2.539871,0.881173,0.889815,3,1272,306,966,306,31.677019,180985.447705,51109.895410,4425.195312,25855.063958,7301.413630,632.170759,148305.025830,7400.859375,3383.789062
9,4h,0.004777,9.382891,209.347114,2.552135,0.881173,0.889815,3,653,168,485,168,34.639175,954977.335620,130863.171240,13017.187500,106108.592847,14540.352360,1446.354167,296605.657446,14681.718750,6767.578125
9,8h,0.004751,9.541246,210.478021,2.577112,0.881173,0.889815,3,335,90,245,90,36.734694,1992479.677100,302931.554199,45435.517578,181134.516100,27539.232200,4130.501598,593151.314893,29243.437500,13535.156250
9,12h,0.004678,9.544768,213.750117,2.570037,0.881173,0.889815,3,226,59,167,59,35.329341,1161816.732593,342981.565186,44593.015137,145227.091574,42872.695648,5574.126892,889696.972339,43805.156250,20302.734375
9,24h,0.004856,9.472222,205.911329,2.486225,0.881173,0.889815,3,112,29,83,29,34.939759,3775365.163428,606947.326855,24999.218750,539337.880490,86706.760979,3571.316964,1779389.550464,86887.600928,12499.609375
10,15m,0.005454,10.298401,183.343615,5.407462,0.773810,0.765476,3,10203,2508,7695,2508,32.592593,96238.155322,10082.010645,2607.685547,9623.815532,1008.201064,260.768555,28811.328955,1030.107422,587.246094
10,30m,0.005683,9.701035,175.948406,5.399947,0.773810,0.765476,3,5064,1221,3843,1221,31.772053,141847.844482,21166.188965,5734.863281,12895.258589,1924.198997,521.351207,57643.870239,1940.214844,1175.537109
10,1h,0.005876,9.357598,170.190179,5.350501,0.773810,0.765476,3,2513,590,1923,590,30.681227,383792.999756,37326.999512,10437.011719,38379.299976,3732.699951,1043.701172,115257.740479,3760.429687,2351.074219
10,2h,0.005924,9.295241,168.801262,5.353996,0.773810,0.765476,3,1270,303,967,303,31.334023,551122.500488,73688.500977,19555.664062,55112.250049,7368.850098,1955.566406,230485.480957,7400.859375,4702.148438
10,4h,0.005905,9.436707,169.353198,5.370923,0.773810,0.765476,3,650,166,484,166,34.297521,1101705.000977,146297.001953,39111.328125,110170.500098,14629.700195,3911.132812,460940.961914,14681.923828,9404.296875
10,8h,0.005806,9.627422,172.226730,5.478375,0.773810,0.765476,3,336,91,245,91,37.142857,4046605.401855,350146.303711,115839.843750,337217.116821,29178.858643,9653.320312,921851.923828,29303.847656,18808.593750
10,12h,0.005671,9.605032,176.327634,5.495378,0.773810,0.765476,3,223,59,164,59,35.975610,4513455.836914,393095.673828,104941.406250,501495.092990,43677.297092,11660.156250,1382762.885742,43925.771484,28212.890625
10,24h,0.005991,9.502881,166.908466,5.257741,0.773810,0.765476,3,113,28,85,28,32.941176,6144633.800781,638845.201562,126197.226562,768079.225098,79855.650195,15774.653320,2765495.771484,87791.542969,56425.781250
11,15m,0.005082,10.202738,196.769578,6.656897,0.937500,0.943490,3,10195,2506,7689,2506,32.592015,33174.207812,7851.215625,1109.277344,4146.775977,981.401953,138.659668,23495.712891,1091.425781,470.214844
11,30m,0.005570,9.655448,179.527783,6.631805,0.937500,0.943490,3,5063,1220,3843,1220,31.746032,206762.212500,21130.025000,5039.843750,18796.564773,1920.911364,458.167614,46901.425781,2002.851562,940.429688
11,1h,0.005807,9.349391,172.199930,6.614602,0.937500,0.943490,3,2515,592,1923,592,30.785231,146299.160938,33415.121875,5715.234375,16255.462326,3712.791319,635.026042,93712.851562,3825.703125,1880.859375
11,2h,0.005917,9.303177,169.017196,6.613472,0.937500,0.943490,3,1271,306,965,306,31.709845,796444.761230,73693.022461,17603.515625,79644.476123,7369.302246,1760.351562,187335.703125,7471.406250,3761.718750
11,4h,0.005979,9.443974,167.249153,6.619047,0.937500,0.943490,3,655,169,486,169,34.773663,2082568.274414,190757.548828,52957.031250,160197.559570,14673.657602,4073.617788,374581.406250,14834.826172,7523.437500
11,8h,0.005873,9.647561,170.285224,6.711294,0.937500,0.943490,3,335,90,245,90,36.734694,1168168.541895,262755.983789,45727.734375,129796.504655,29195.109310,5080.859375,749072.812500,29610.781055,15046.875000
11,12h,0.005951,9.602199,168.032386,6.698516,0.937500,0.943490,3,223,59,164,59,35.975610,2528887.036719,348979.673438,60481.250000,316110.879590,43622.459180,7560.156250,1123564.218750,44386.735938,22570.312500
11,24h,0.006379,9.532861,156.766889,6.537814,0.937500,0.943490,3,113,28,85,28,32.941176,3045854.113574,669824.527148,96656.640625,380731.764197,83728.065894,12082.080078,2247038.437500,88714.600586,45140.625000
12,15m,0.004235,10.036686,236.132568,2.645183,0.910880,0.923611,4,10203,2504,7699,2504,32.523704,39550.062939,6839.125879,260.156250,5650.008991,977.017983,37.165179,18576.726782,1022.953564,130.078125
12,30m,0.004508,9.565701,221.847434,2.651246,0.910880,0.923611,4,5077,1228,3849,1228,31.904391,97050.592871,22580.985742,5881.318359,8087.549406,1881.748812,490.109863,37093.453564,1925.907129,1142.578125
12,1h,0.004718,9.269450,211.954733,2.621046,0.910880,0.923611,4,2515,591,1924,591,30.717256,246221.000903,36951.251807,5780.725098,24622.100090,3695.125181,578.072510,74182.512915,3734.525830,2285.156250
12,2h,0.004826,9.228601,207.217126,2.604315,0.910880,0.923611,4,1271,304,967,304,31.437435,198367.916431,59948.232861,10394.379883,22040.879603,6660.914762,1154.931098,148305.025830,7365.468750,4570.312500
12,4h,0.004759,9.389857,210.142953,2.611584,0.910880,0.923611,4,654,167,487,167,34.291581,985442.895190,146321.790381,23605.473633,89585.717745,13301.980944,2145.952148,296605.657446,14670.937500,9140.625000
12,8h,0.004750,9.542463,210.539970,2.629320,0.910880,0.923611,4,340,90,250,90,36.000000,1996530.529834,304910.859668,51236.835938,181502.775439,27719.169061,4657.894176,593151.314893,29221.354004,15468.615723
12,12h,0.004739,9.518169,211.021390,2.638769,0.910880,0.923611,4,227,58,169,58,34.319527,1150577.453052,337345.156104,47055.285645,127841.939228,37482.795123,5228.365072,889696.972339,43802.208203,23203.017578
12,24h,0.004737,9.634614,211.082909,2.591505,0.910880,0.923611,4,121,31,90,31,34.444444,3778606.781812,608630.713623,26014.812012,472325.847726,76078.839203,3251.851501,1779389.550464,86887.600928,12499.609375
13,15m,0.005461,10.265040,183.118461,5.481728,0.830357,0.830357,4,10206,2506,7700,2506,32.545455,103525.113428,13856.826855,5013.530273,7394.650959,989.773347,358.109305,28811.328955,1020.524414,587.246094
13,30m,0.005688,9.700247,175.808512,5.494086,0.830357,0.830357,4,5076,1229,3847,1229,31.946972,149021.545850,24715.391699,8854.658203,11463.195835,1901.183977,681.127554,57643.870239,1925.969727,1175.537109
13,1h,0.005891,9.336545,169.742071,5.416465,0.830357,0.830357,4,2512,585,1927,585,30.358070,420014.335449,55771.920898,21994.226074,28000.955697,3718.128060,1466.281738,115257.740479,3731.939453,2351.074219
13,2h,0.005930,9.306955,168.642050,5.442232,0.830357,0.830357,4,1272,303,969,303,31.269350,571853.212939,84143.875879,27566.428223,47654.434412,7011.989657,2297.202352,230485.480957,7370.961914,4702.148438
13,4h,0.005920,9.445021,168.927277,5.446799,0.830357,0.830357,4,654,166,488,166,34.016393,1142995.091260,167165.982520,55069.189453,95249.590938,13930.498543,4589.099121,460940.961914,14681.923828,9404.296875
13,8h,0.005876,9.620428,170.183722,5.545360,0.830357,0.830357,4,338,90,248,90,36.290323,4136528.832349,395640.714697,147255.661621,275768.588823,26376.047646,9817.044108,921851.923828,29303.847656,18808.593750
13,12h,0.005669,9.608448,176.388704,5.567305,0.830357,0.830357,4,227,60,167,60,35.928144,4559517.517871,416466.235742,122389.121094,414501.592534,37860.566886,11126.283736,1382762.885742,43925.771484,28212.890625
13,24h,0.005891,9.593152,169.748234,5.416271,0.830357,0.830357,4,117,28,89,28,31.460674,6170033.037012,651692.174023,134898.452148,685559.226335,72410.241558,14988.716905,2765495.771484,87791.542969,56425.781250
14,15m,0.005464,10.017461,183.001222,6.726434,0.957933,0.962139,4,10197,2500,7697,2500,32.480187,37343.408545,9736.767090,2263.349609,3734.340854,973.676709,226.334961,23991.730029,1030.610059,571.289062
14,30m,0.005841,9.572600,171.210786,6.702218,0.957933,0.962139,4,5067,1223,3844,1223,31.815817,225630.734570,28436.869141,9706.289062,15042.048971,1895.791276,647.085938,47975.372705,1943.195410,1142.578125
14,1h,0.005999,9.300868,166.708234,6.677362,0.957933,0.962139,4,2520,591,1929,591,30.637636,148477.054785,33355.809570,5763.300781,16497.450532,3706.201063,640.366753,95890.745410,3766.390820,1928.925781
14,2h,0.006211,9.301828,161.009577,6.682251,0.957933,0.962139,4,1276,306,970,306,31.546392,272919.619507,68589.389014,17168.088379,27291.961951,6858.938901,1716.808838,191721.490820,7447.413086,4570.312500
14,4h,0.006002,9.483960,166.601557,6.769931,0.957933,0.962139,4,655,167,488,167,34.221311,2149841.722632,202321.095264,61256.535645,143322.781509,13488.073018,4083.769043,383382.981641,14834.826172,7715.703125
14,8h,0.006116,9.630770,163.497607,6.774568,0.957933,0.962139,4,341,91,250,91,36.400000,1293479.175439,317239.800879,80118.720703,107789.931287,26436.650073,6676.560059,766757.875928,29610.781055,18281.250000
14,12h,0.006082,9.616204,164.414261,6.773999,0.957933,0.962139,4,233,63,170,63,37.058824,2582631.098364,349284.246729,61852.214355,286959.010929,38809.360748,6872.468262,1150080.857568,44386.735938,23148.154297
